Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10,Load_MW_z11,Load_MW_z12,Load_MW_z13
,,,,,,,1605,5275.6019,3517.538005,16280.268776,4722.723696,16054.905803,4651.058213,3278.927683,16134.043213,4622.731399,3447.491579,98468.3041,23882.354795,4404.763288
,,,,,,,1606,5235.376108,3415.381069,15504.543722,4438.213875,15438.705662,4522.82036,3191.244216,15990.066906,4316.020609,3221.896504,94159.429261,22311.194751,4104.750853
,,,,,,,1607,5190.837808,3315.945897,14886.124144,4192.060502,14716.69008,4384.675477,3103.110168,15720.118847,4102.176866,2923.998886,89959.596825,20727.483537,3851.492989
,,,,,,,1608,5157.305638,3244.640305,14532.14848,4052.165057,14224.263437,4283.44456,3046.479508,15528.019969,4008.162292,2670.639725,84749.266867,19911.340957,3696.815842
,,,,,,,1609,5129.857439,3177.71787,14381.298681,3994.406768,14051.487029,4243.233453,2828.993476,15317.567954,3974.946344,2681.301281,74375.273525,19293.029912,3709.346208
,,,,,,,1610,5128.207454,3175.934238,14365.189311,3980.501112,13960.836114,4221.469386,2813.162079,15283.917491,3983.597686,2616.974848,69893.044397,18984.168183,3668.644184
,,,,,,,1611,5132.632973,3192.494794,14452.621328,4006.601121,13993.554991,4225.908192,2818.6502,15364.200788,4054.578436,2598.983121,67521.900907,19092.414719,3675.992534
,,,,,,,1612,5146.339853,3239.787381,14708.625762,4103.78781,14156.70555,4258.493426,2855.687758,15614.531246,4283.617383,2625.538203,66749.765818,19412.161526,3788.391664
,,,,,,,1613,5201.506526,3420.437985,15435.29158,4392.047061,14659.734748,4385.59873,2960.237377,16213.467253,4891.801183,2703.989558,67501.202657,20434.746143,4175.214111
,,,,,,,1614,5281.539281,3685.161272,16773.069336,4863.794258,15887.684249,4662.876444,3139.238529,16367.593904,5530.074887,2902.549661,69637.852506,22836.820681,4651.231632
,,,,,,,1615,5331.077255,3825.718273,17821.075932,5227.121449,17254.868246,4959.924955,3279.497666,16205.303433,5682.050764,3326.113689,74547.671402,25205.944838,5057.543467
,,,,,,,1616,5335.333034,3846.219695,18030.779403,5329.765764,17703.854339,5049.632725,3297.773092,15959.50347,5616.258072,3711.547678,84829.987375,26472.886399,5259.901287
,,,,,,,1617,5323.294919,3833.38225,17949.856097,5333.121326,17747.487069,5034.586188,3283.00877,15738.793669,5617.62324,3790.985912,93313.458359,26767.252816,5271.677905
,,,,,,,1618,5310.558995,3804.677095,17814.195758,5307.387574,17834.046536,5000.154109,3262.067198,15579.889597,5508.4199,3761.520045,96530.479464,26649.320382,5201.948251
,,,,,,,1619,5304.945816,3763.922508,17588.173342,5228.989803,17805.571547,4934.434358,3221.493638,15456.349533,5295.793346,3720.271052,97481.262149,26877.972919,5092.878184
,,,,,,,1620,5298.564266,3715.833165,17331.552253,5134.251011,17649.035795,4861.339424,3195.98264,15330.45998,5177.390319,3646.217332,98993.605644,26860.336258,5081.662465
,,,,,,,1621,5296.556089,3687.459251,17099.391079,5062.488174,17437.638376,4805.491601,3182.991939,15112.66761,5006.568217,3585.454044,99910.855533,26867.765372,5061.646317
,,,,,,,1622,5299.359122,3673.993167,16979.363499,5007.013225,17314.0221,4765.079515,3180.436246,14949.110834,4880.8046,3543.783126,99085.499776,26471.546084,4990.567686
,,,,,,,1623,5307.321688,3679.872251,16970.493218,4984.151074,17279.341807,4737.058718,3170.666071,14844.411915,4969.591862,3483.001899,98549.273632,25946.511032,4872.467316
,,,,,,,1624,5317.154726,3705.858419,17138.674989,5039.178173,17404.370699,4759.615113,3179.342893,15158.386413,5336.849194,3403.940844,98180.665089,25731.353678,4852.303831
,,,,,,,1625,5331.785001,3708.93918,17605.239075,5171.152889,17467.378877,4815.158528,3207.299841,15779.206442,5351.178598,3412.319366,98449.246076,26204.510917,4966.798995
,,,,,,,1626,5328.100928,3704.89995,17943.235036,5264.109308,17326.077396,4858.857731,3241.068632,16413.85849,5114.989265,3667.299912,100037.78389,26694.766454,5118.301604
,,,,,,,1627,5314.48935,3681.317391,17922.815532,5241.825136,17032.50488,4869.118438,3250.224508,16578.427849,4844.841523,3812.845561,102796.553786,26605.991502,5129.864714
,,,,,,,1628,5302.690407,3631.185378,17507.702338,5087.899184,16666.254671,4828.371413,3237.981573,16174.251974,4613.383801,3769.640459,102769.826037,25956.982674,4929.771981
,,,,,,,1629,5267.851114,3555.838611,16822.851296,4857.998356,16264.880835,4745.662342,3173.309142,16398.110544,4349.458934,3599.477322,100364.407254,24301.147819,4517.860342
,,,,,,,1630,5228.180475,3460.925905,16038.50097,4571.287336,15667.012685,4622.451806,3080.539647,16257.041036,4092.424612,3380.016228,95202.219101,22749.955581,4214.222156
,,,,,,,1631,5184.991662,3374.09223,15370.712399,4317.377303,14947.714737,4489.49545,2990.328524,15931.765367,4065.842726,3088.4976,90310.33216,21152.207161,3957.13879
,,,,,,,1632,5154.521162,3312.842284,14959.909756,4171.617555,14427.915269,4394.905139,2936.489547,15693.421388,3944.502549,2849.147508,84632.618548,19686.283575,3799.808827
,,,,,,,1633,5140.562607,3318.734222,14381.28709,4017.417434,14565.56963,4081.206723,3345.214081,15689.523395,3885.597276,3032.826803,78156.343301,19042.086207,3899.523658
,,,,,,,1634,5142.209871,3313.44454,14353.283576,3998.948204,14493.884979,4069.911498,3336.25203,15665.834292,3867.174982,2907.71629,73802.783206,18734.807526,3860.384526
,,,,,,,1635,5143.841926,3315.789182,14410.176504,4016.981585,14502.469703,4066.804317,3337.613571,15694.873416,3881.210495,2844.715152,71046.394169,18677.854692,3834.281226
,,,,,,,1636,5152.411124,3329.460635,14516.438082,4057.000681,14497.428841,4071.660182,3352.881243,15709.347198,3950.665649,2828.831437,69713.212737,18746.376287,3853.457976
,,,,,,,1637,5176.72231,3376.978675,14809.787931,4162.50707,14365.319609,4097.643801,3398.741799,15654.146407,4160.427819,2843.20539,69322.358408,18922.202379,3976.205319
,,,,,,,1638,5209.671153,3454.326263,15680.925754,4418.213392,14762.854764,4186.933065,3480.178157,15469.289855,4476.763834,2906.232756,69239.369468,19744.840737,4180.845233
,,,,,,,1639,5233.96181,3516.549745,16567.363924,4688.207437,15767.634776,4309.049246,3553.084259,15302.010329,4719.560665,3061.258518,69262.732491,21506.25456,4439.026881
,,,,,,,1640,5238.371864,3536.574963,16818.991318,4797.267908,16244.204167,4349.127319,3563.804996,15205.583604,4836.985825,3280.43874,70284.857857,23086.548883,4668.967234
,,,,,,,1641,5236.005376,3543.622458,16820.102418,4819.775985,16407.768445,4352.415524,3559.15716,15159.069887,4881.619099,3523.345681,74445.732671,23909.515083,4780.900024
,,,,,,,1642,5232.084966,3540.932145,16792.047353,4827.57913,16618.257929,4366.850594,3561.697326,15129.395925,4838.418355,3699.91217,79401.637727,24098.300536,4795.69664
,,,,,,,1643,5230.737831,3534.611204,16660.980461,4801.212688,16650.823314,4348.623684,3549.308295,15096.436174,4729.726268,3780.049314,83879.252454,24154.162802,4762.449822
,,,,,,,1644,5229.405582,3525.993284,16496.411636,4738.217892,16547.557668,4306.100354,3534.713767,15057.189782,4629.842839,3771.406742,86863.826149,23895.337679,4757.114786
,,,,,,,1645,5231.384264,3522.330994,16337.913116,4705.293996,16380.434684,4266.113588,3523.534676,14930.456904,4559.997938,3726.933049,87914.092457,23590.662693,4732.301994
,,,,,,,1646,5235.602046,3532.784873,16285.401141,4682.912688,16341.122073,4238.425077,3518.025625,14901.549258,4552.607402,3677.424219,86320.042061,22833.040782,4682.576901
,,,,,,,1647,5244.414972,3559.271432,16395.351991,4729.956418,16387.362423,4220.303432,3510.576596,14991.762793,4715.625055,3626.202541,83930.135637,22350.455456,4638.823735
,,,,,,,1648,5252.357339,3589.769045,16628.647507,4831.259224,16654.995549,4230.381334,3515.21189,15440.987708,5094.563196,3591.564126,82734.062618,22342.880651,4694.00698
,,,,,,,1649,5258.599004,3598.669486,17139.222089,4994.32086,16882.455384,4249.947485,3529.091258,16032.01168,5127.474867,3656.530672,82826.02052,22872.615013,4827.577018
,,,,,,,1650,5253.845456,3584.166063,17460.41977,5073.483711,16901.832579,4249.544034,3543.270434,16320.017276,4899.344062,3934.663125,85393.182352,23626.057277,4980.712948
,,,,,,,1651,5236.212643,3556.017662,17446.248674,5040.570657,16753.597695,4235.602106,3542.989562,16232.106061,4675.832742,4101.629387,88898.953799,23435.956904,5028.089353
,,,,,,,1652,5216.521515,3512.54223,17103.702391,4895.539467,16517.763157,4210.524095,3536.258068,15982.141709,4504.651204,4032.769964,89360.766098,22720.323691,4892.611176
,,,,,,,1653,5194.832566,3461.910622,16556.824945,4704.200659,16304.681677,4183.056287,3505.519472,16113.381024,4323.06166,3868.247535,86712.443033,21557.01818,4575.218472
,,,,,,,1654,5170.400743,3401.55314,15931.066979,4502.018878,15966.443329,4153.275038,3463.351311,16016.916515,4127.843795,3684.22231,83277.327484,20440.108627,4323.905974
,,,,,,,1655,5152.233822,3344.038143,15382.538827,4310.712613,15513.686987,4121.232406,3424.595687,15826.045234,3896.372332,3422.895204,80921.709887,19025.602577,4089.203915
,,,,,,,1656,5138.184197,3318.308001,15022.138001,4191.913131,15171.743646,4099.894349,3404.650802,15671.777597,3797.49458,3173.112486,78048.614148,17994.328592,3941.465478
,,,,,,,1657,5131.490436,3187.858656,14651.401123,4109.45381,14572.245615,4133.279203,3141.44987,15158.243085,3750.295708,3084.022742,77417.951903,17377.496086,3788.865902
,,,,,,,1658,5131.336588,3184.40692,14649.203845,4096.685591,14566.039738,4115.135823,3126.489218,15070.285672,3737.878209,2998.92618,73933.072675,17157.087967,3749.054764
,,,,,,,1659,5132.122448,3187.290101,14733.893767,4131.024724,14613.863586,4106.832011,3120.979304,14940.50197,3752.040859,2959.206987,71681.511076,17029.19257,3723.032359
,,,,,,,1660,5138.034757,3198.808415,14882.736067,4198.447026,14682.99429,4104.339876,3122.409714,14641.433635,3813.815993,2955.869058,70577.534159,17053.155197,3730.372328
,,,,,,,1661,5161.087067,3238.784056,15242.520949,4347.90556,14801.530857,4107.063098,3129.227295,14383.975478,3971.441328,2982.014323,70338.656817,17273.866619,3775.554206
,,,,,,,1662,5199.623376,3302.123032,15997.009639,4644.195098,15239.182632,4145.340676,3148.809292,14207.142945,4200.13123,3050.85804,70305.964053,17285.236864,3898.476745
,,,,,,,1663,5235.978587,3351.08574,16638.234282,4922.38825,15821.62556,4214.977208,3200.182065,14108.073532,4395.861816,3193.327043,68971.056179,18250.918572,4124.754172
,,,,,,,1664,5251.491823,3365.872745,16759.197141,5015.92422,15979.221078,4244.637396,3228.562893,14099.046676,4500.73205,3361.395128,67511.809761,19441.374497,4388.052047
,,,,,,,1665,5252.963917,3369.778882,16706.133614,5012.055727,15988.986807,4271.071399,3249.989274,14103.163019,4535.876885,3520.533168,69484.805684,20412.027817,4539.694918
,,,,,,,1666,5252.148047,3365.521772,16636.207539,4988.170484,16096.149109,4323.903342,3281.88597,14092.612098,4514.015998,3620.221152,73833.367018,20885.567741,4572.773155
,,,,,,,1667,5254.198349,3359.29187,16500.349853,4932.473595,16160.083616,4352.687924,3303.779593,14079.776727,4448.049162,3652.95493,78214.280321,20989.559064,4552.979656
,,,,,,,1668,5255.303264,3351.87227,16349.530387,4848.756852,16106.358762,4354.483303,3307.571039,14076.074876,4399.160565,3627.368901,81706.004214,20932.508139,4522.907997
,,,,,,,1669,5259.961007,3349.262686,16217.429959,4799.220376,15991.296639,4351.35963,3323.582748,13976.230693,4375.24068,3582.114493,83891.54896,21003.281273,4497.128948
,,,,,,,1670,5266.00626,3357.552347,16176.889754,4765.814273,15935.672075,4350.700331,3344.205243,13943.63786,4380.61535,3535.614406,82887.113274,20546.234093,4456.352995
,,,,,,,1671,5280.947398,3379.0407,16253.87039,4801.927718,15916.849832,4360.179988,3373.115885,13969.274692,4524.438458,3484.493103,81013.894679,19998.943233,4445.136436
,,,,,,,1672,5292.238484,3405.26817,16457.208798,4906.557533,16000.074473,4372.286081,3397.24751,14304.775434,4872.940245,3432.486735,80140.275933,20145.390999,4565.188372
,,,,,,,1673,5301.577974,3416.076969,16875.730318,5101.082921,16079.220385,4358.402206,3417.029324,14855.548999,4925.11538,3430.798831,80408.240502,20841.225597,4768.362003
,,,,,,,1674,5295.600808,3408.481533,17142.571886,5224.889916,16031.474053,4305.851159,3426.549832,15276.291837,4773.480893,3661.025761,82790.207857,21812.785122,4987.019875
,,,,,,,1675,5275.919294,3388.644783,17116.325232,5209.704749,15891.171713,4243.428269,3416.221622,15422.378149,4597.885692,3859.82211,86882.706238,22285.461524,5043.856735
,,,,,,,1676,5253.299167,3355.196443,16789.956868,5046.423933,15732.137434,4196.863726,3407.195673,15376.29211,4436.91817,3846.612303,89978.19418,21947.981601,4869.667455
,,,,,,,1677,5227.781791,3313.701338,16283.840388,4822.253615,15577.266586,4166.166533,3380.306313,15642.021692,4246.056736,3735.911067,90066.344171,21137.108814,4492.782029
,,,,,,,1678,5195.777644,3264.151305,15751.309086,4594.648327,15340.516644,4139.310306,3339.766867,15634.868838,4055.554143,3594.913169,87373.326097,20277.978372,4212.548432
,,,,,,,1679,5169.600538,3216.228316,15313.956252,4390.539976,15062.22389,4121.521246,3295.601206,15499.094799,4049.979055,3383.84088,85344.10241,18978.957417,3968.831037
,,,,,,,1680,5146.663482,3194.275528,15042.194433,4267.973004,14877.953912,4110.661071,3268.805751,15374.40051,3970.076229,3189.833524,83454.561847,18682.029227,3814.099627
,,,,,,,1681,5119.96371,3075.469675,14935.216361,4328.831936,13817.645962,3911.634,3070.540786,15276.352623,3946.403101,2824.385089,87292.660372,18248.851531,3888.717572
,,,,,,,1682,5118.27579,3072.68522,14974.255434,4334.261732,13788.979544,3884.848202,3049.156882,15232.047225,3967.309482,2752.741834,83139.978247,18104.600463,3819.780985
,,,,,,,1683,5122.457375,3090.39795,15140.985355,4390.802025,13880.927679,3889.52705,3052.197992,15319.391965,4047.050401,2731.534978,80910.321886,18209.454638,3847.661176
,,,,,,,1684,5134.315103,3133.855218,15536.108411,4540.169651,14121.964642,3924.590343,3088.75396,15657.26534,4302.571605,2757.959361,80133.454581,18673.207929,3965.629756
,,,,,,,1685,5187.91132,3297.480589,16542.60025,4903.374614,14817.067106,4053.028982,3191.947624,16147.625712,4929.253357,2837.516777,80666.138025,19906.308538,4372.494157
,,,,,,,1686,5266.103549,3542.11719,17943.496836,5391.173314,16221.549144,4343.238541,3375.822473,16288.60106,5539.430751,3046.193562,82043.989858,22967.90369,4881.974975
,,,,,,,1687,5314.816719,3683.399792,18742.010899,5682.555562,17538.215193,4673.114226,3543.956168,16143.63683,5688.949311,3501.316418,85430.343155,25610.440202,5313.551074
,,,,,,,1688,5321.065445,3707.769335,18727.273288,5711.239931,17790.304027,4784.429172,3583.97463,15945.627756,5634.824075,3919.550056,94533.276277,26919.667366,5538.708346
,,,,,,,1689,5307.473261,3697.529708,18494.700152,5649.123385,17617.561413,4778.739998,3581.289404,15786.028843,5660.227249,4006.183096,102589.267214,27202.61388,5572.122108
,,,,,,,1690,5294.312363,3670.330328,18220.825207,5551.154282,17505.827361,4761.651545,3578.977149,15686.362663,5610.736168,3977.28063,105881.933836,27189.907414,5509.984615
,,,,,,,1691,5290.069181,3635.863753,17917.299954,5416.174413,17368.58688,4704.906797,3560.211266,15611.882979,5477.996786,3938.517609,106670.583204,27504.197576,5407.790173
,,,,,,,1692,5285.956659,3593.028428,17617.092658,5297.980134,17154.990329,4638.145763,3541.850111,15537.510302,5492.760413,3864.153497,108057.491989,27427.156638,5395.617733
,,,,,,,1693,5285.195826,3572.04149,17375.221311,5200.459092,16906.545458,4591.233746,3537.736809,15356.722577,5413.5239,3802.08301,108634.570353,27489.055413,5374.52979
,,,,,,,1694,5288.604502,3566.687658,17241.311981,5127.867686,16731.786562,4558.745925,3544.409112,15220.362077,5276.436689,3759.362656,107574.111789,27164.218619,5301.280553
,,,,,,,1695,5304.550715,3585.764659,17143.805171,5062.220148,16613.601954,4540.849216,3539.190857,15131.741069,5320.425277,3694.042029,107018.0518,26731.11041,5193.176589
,,,,,,,1696,5318.71174,3626.185147,17266.053652,5090.784205,16619.399119,4573.320854,3537.790509,15324.821247,5667.729694,3607.611794,106789.300248,26422.987812,5172.822276
,,,,,,,1697,5340.868072,3649.649379,17670.980036,5232.013783,16664.602862,4633.593052,3549.272585,15735.259667,5651.377097,3609.312527,107267.669449,26722.355761,5261.711349
,,,,,,,1698,5340.233584,3657.76156,18024.33734,5387.614583,16611.166702,4676.212119,3561.934634,16092.057573,5505.208662,3865.438284,108806.122487,27494.772296,5387.621789
,,,,,,,1699,5327.355092,3642.352914,18016.345649,5407.023783,16427.274988,4681.219293,3554.257119,16114.080524,5285.929391,4010.060206,110940.738527,27497.687204,5394.376377
,,,,,,,1700,5315.700847,3595.104903,17570.300157,5254.502124,16133.725762,4631.509485,3529.671742,15879.868895,5032.803988,3958.519697,110906.533377,26850.818987,5200.699029
,,,,,,,1701,5279.258032,3517.773811,16837.35116,5010.005577,15754.882863,4539.266414,3465.310368,15997.426672,4692.741657,3779.100255,109181.1807,25077.47973,4788.6494
,,,,,,,1702,5238.454844,3418.041611,16081.909553,4730.376838,15178.083822,4401.068266,3374.057288,15828.865898,4361.788011,3554.063978,104996.370166,23443.080751,4459.566357
,,,,,,,1703,5193.254715,3320.870512,15497.579777,4510.571121,14505.881576,4250.515648,3281.560747,15569.788129,4068.391084,3257.879343,100957.249318,21822.484102,4172.463154
,,,,,,,1704,5159.752903,3252.42554,15179.142024,4395.477246,14047.572589,4140.878403,3222.112952,15393.412617,3978.644972,3006.035777,95736.807439,21119.271272,3995.138659
,,,,,,,1705,5142.169712,3177.820144,14565.492499,4239.089005,13998.542303,4273.484435,2916.611535,15277.402732,3948.265039,2865.315088,91609.684825,20439.833218,3897.103981
,,,,,,,1706,5140.658192,3175.573598,14524.946689,4226.539112,13929.618699,4248.26773,2893.805655,15191.966919,3963.455349,2783.674315,87806.641105,20141.89342,3859.402689
,,,,,,,1707,5145.654671,3191.483712,14571.797425,4251.237508,14002.696077,4250.11762,2893.016617,15191.267441,4035.488001,2756.85984,85762.307241,20243.560549,3870.356915
,,,,,,,1708,5160.927184,3237.286383,14778.170625,4361.871951,14185.730794,4281.490233,2921.174196,15367.806147,4275.495728,2780.416808,85025.410538,20617.004933,3988.552507
,,,,,,,1709,5220.699281,3413.145915,15431.652129,4691.476636,14633.928229,4415.199142,3007.602965,15975.505484,4893.419215,2859.052577,85452.937572,21393.875515,4372.597205
,,,,,,,1710,5305.802193,3672.64827,16795.412163,5199.84951,15876.194531,4684.896699,3169.499473,16230.847542,5523.203276,3064.876373,86483.015707,23948.068974,4839.347772
,,,,,,,1711,5356.163516,3811.109604,17972.116662,5561.564499,17357.887859,4946.374576,3335.385426,16158.616362,5698.675237,3506.676938,89011.910857,26404.790501,5234.822159
,,,,,,,1712,5357.89044,3831.589937,18280.130973,5654.230215,17813.764384,5021.334924,3384.2597,15960.057742,5662.076771,3909.713677,97062.994816,27666.222427,5434.366664
,,,,,,,1713,5343.851166,3819.681113,18256.51815,5662.265646,17799.393422,5022.365162,3387.640446,15795.068297,5700.367941,4010.733201,104433.118309,28044.4458,5446.271099
,,,,,,,1714,5329.289799,3793.272901,18165.909262,5642.031616,17813.754191,5019.267083,3382.199654,15697.307567,5648.435693,4005.580588,107562.41844,28032.728448,5372.715883
,,,,,,,1715,5322.324285,3754.41889,17962.617093,5565.285776,17689.620682,4982.91385,3353.374889,15636.839836,5505.251751,3984.797881,108243.21821,28284.198552,5265.287373
,,,,,,,1716,5314.711119,3706.869423,17713.407075,5478.278355,17463.755845,4935.865463,3325.279147,15562.160244,5496.924738,3920.933956,109565.694964,28197.771317,5252.167056
,,,,,,,1717,5311.684373,3678.542154,17474.521127,5408.305191,17210.931048,4899.618094,3314.542554,15384.975482,5398.924706,3862.379687,110150.825938,28154.550371,5229.805175
,,,,,,,1718,5314.05145,3663.847735,17344.230299,5353.075437,17091.547603,4866.242804,3312.333466,15285.683317,5258.955123,3820.145349,109186.030252,27725.220178,5152.987785
,,,,,,,1719,5320.606267,3666.968837,17339.970587,5318.958886,17077.780231,4844.934738,3303.86323,15212.410595,5300.72608,3757.424862,108738.972714,27208.519293,5028.169256
,,,,,,,1720,5330.046354,3688.592455,17492.519674,5370.121543,17297.338591,4854.646909,3304.166536,15401.039369,5623.045742,3681.157144,108652.887006,26949.769848,4998.354503
,,,,,,,1721,5344.891055,3688.982345,17953.696451,5473.406323,17530.656564,4871.756461,3320.867549,15809.938596,5576.549873,3707.713629,109284.679258,27168.301266,5111.282309
,,,,,,,1722,5341.346324,3684.45671,18281.97667,5525.802425,17601.872281,4866.082373,3342.40286,16294.279219,5390.174502,3976.635797,110786.101948,27753.953321,5271.057601
,,,,,,,1723,5327.942903,3663.208188,18268.399035,5472.970199,17468.947024,4831.130459,3342.457058,16453.157523,5163.027595,4098.63974,112710.959058,27729.002392,5295.22117
,,,,,,,1724,5316.911373,3617.791603,17886.627494,5301.721132,17146.580528,4769.387615,3325.83313,16140.985179,4929.162651,4026.800218,112832.82935,27103.262603,5100.994262
,,,,,,,1725,5280.760118,3549.47813,17239.836091,5059.165509,16720.646736,4685.659833,3267.780533,16398.462436,4627.093617,3841.871186,111563.784626,25413.058883,4691.060656
,,,,,,,1726,5240.321336,3462.076643,16446.623223,4762.523108,16047.451005,4564.240849,3182.486551,16276.459929,4315.438909,3614.884884,107912.899907,23955.971478,4388.235065
,,,,,,,1727,5195.685714,3382.373392,15740.600124,4506.375004,15258.989471,4444.136012,3092.630759,15951.038512,4094.037592,3312.897977,104361.524753,22316.298509,4134.442837
,,,,,,,1728,5165.08804,3322.807413,15290.322664,4359.76653,14706.16088,4362.832222,3035.537161,15703.426303,4005.75352,3050.475528,99619.582298,21563.698793,3981.093054
,,,,,,,1729,5162.002096,3234.026569,15007.765708,4185.567911,14814.757162,4369.755049,2857.326711,15911.210392,3976.052066,2800.68539,91619.05189,20883.52417,3802.697274
,,,,,,,1730,5160.745927,3235.934726,15019.371572,4176.746858,14786.980341,4353.520096,2842.337117,15867.72062,3990.194044,2719.966498,87909.398745,20600.572688,3765.341443
,,,,,,,1731,5166.197291,3254.528982,15137.992597,4212.051073,14888.024889,4361.592122,2847.442583,15921.643421,4060.787417,2692.869872,85925.252628,20704.052967,3778.061838
,,,,,,,1732,5181.066443,3304.928127,15422.825413,4325.229437,15122.891308,4398.475049,2882.744938,16162.966438,4293.987204,2714.835178,85253.563259,21105.71337,3894.998392
,,,,,,,1733,5243.987661,3499.464521,16186.445657,4638.480069,15759.589475,4540.905939,2983.903254,16654.072104,4893.629677,2789.884615,85714.531329,21882.570386,4286.865037
,,,,,,,1734,5331.432376,3776.193662,17552.069062,5122.837049,17156.006709,4824.970919,3158.547035,16795.718597,5503.714896,2986.816115,86767.839364,24417.02831,4757.852407
,,,,,,,1735,5379.563389,3906.969198,18576.918119,5473.816749,18546.210361,5096.351207,3296.413211,16642.45686,5669.766015,3410.218975,89311.320768,26901.94687,5155.094633
,,,,,,,1736,5379.212382,3918.333686,18718.260314,5558.378455,18825.372832,5161.027345,3313.688253,16429.85682,5629.614728,3799.01935,96846.358935,28117.023742,5346.995638
,,,,,,,1737,5360.246017,3897.278293,18548.867592,5543.003452,18645.757861,5132.565176,3297.40784,16259.977081,5658.835108,3901.386472,103883.772179,28493.93096,5346.677282
,,,,,,,1738,5342.582609,3861.636564,18330.538101,5495.92867,18491.671782,5087.615923,3274.164918,16157.962787,5598.052935,3900.706018,107162.367727,28492.594482,5268.444545
,,,,,,,1739,5335.313872,3813.378778,18046.900866,5399.693856,18299.829224,5020.506252,3231.566068,16079.948918,5446.909835,3882.413313,108163.617386,28781.250258,5153.224538
,,,,,,,1740,5328.814921,3760.152929,17747.755635,5295.792805,18049.184582,4949.52362,3202.802264,15996.303153,5421.475387,3820.968097,109677.800257,28654.263175,5144.142883
,,,,,,,1741,5325.705049,3727.206973,17488.010133,5215.040326,17778.559202,4893.069567,3184.560747,15807.214473,5313.750034,3763.797704,110147.257621,28566.521131,5120.651765
,,,,,,,1742,5327.9224,3705.163395,17342.925704,5153.46102,17608.043134,4848.639235,3176.418255,15668.198639,5176.424025,3722.037679,108933.978671,28104.285093,5044.78004
,,,,,,,1743,5341.935886,3697.322469,17278.679363,5118.514174,17504.526384,4813.1767,3159.984605,15572.027122,5216.973752,3660.797841,108311.39837,27556.834061,4913.385951
,,,,,,,1744,5355.773334,3712.617429,17400.179522,5167.223649,17569.618541,4826.641352,3161.935108,15786.99916,5542.664753,3585.904312,108160.833516,27276.219187,4882.397166
,,,,,,,1745,5380.027468,3709.685763,17911.741927,5306.188752,17709.332568,4877.295484,3183.398062,16233.869502,5525.256495,3608.303393,108709.187892,27479.372394,5008.406646
,,,,,,,1746,5380.916564,3710.884049,18365.743786,5421.379814,17765.629595,4922.030505,3210.820429,16686.772726,5349.197311,3875.056651,110063.536027,28024.67941,5181.91968
,,,,,,,1747,5369.652564,3694.100006,18431.693352,5412.460343,17663.336465,4934.956199,3217.160875,16794.814752,5126.747663,3999.986434,111667.441032,27960.784027,5210.6901
,,,,,,,1748,5360.907355,3653.122053,18056.069951,5256.970479,17393.256117,4897.816976,3202.92203,16516.034075,4899.249295,3930.610276,111973.473781,27318.069816,5011.121573
,,,,,,,1749,5322.246263,3584.776367,17387.873061,5019.027465,17010.395988,4821.054392,3144.89238,16687.271415,4606.717371,3750.460796,111028.3256,25609.206195,4589.494129
,,,,,,,1750,5281.119053,3499.281252,16627.267555,4728.801481,16405.156776,4704.537972,3062.462284,16570.100044,4306.650389,3529.866277,107753.640743,24149.21645,4285.288095
,,,,,,,1751,5233.570164,3423.555496,15984.697523,4479.218539,15697.185959,4583.609946,2982.937243,16321.950956,4104.449669,3235.860902,104375.068006,22497.380098,4035.507338
,,,,,,,1752,5200.395022,3366.438551,15599.549974,4339.074229,15218.544031,4502.414233,2936.030745,16140.851506,4024.00183,2980.023519,99486.230678,21562.00738,3886.246329
,,,,,,,1753,5144.728846,3193.596898,15329.435144,4227.924406,14702.530727,4346.470002,3055.397657,15827.337753,3998.879675,2798.585075,90529.275468,20869.111408,3855.075791
,,,,,,,1754,5143.000785,3195.598587,15387.99005,4228.985283,14649.176706,4332.215646,3042.029258,15813.229446,4017.001833,2719.662963,86916.297987,20564.843729,3811.985758
,,,,,,,1755,5147.847984,3215.105822,15577.716028,4275.506092,14705.554566,4339.125607,3048.342248,15898.28992,4091.874994,2693.664413,84999.313195,20662.725868,3813.226171
,,,,,,,1756,5161.037186,3265.376665,15971.093495,4410.246828,14924.951965,4373.402111,3084.723514,16168.591537,4334.857734,2716.309673,84360.960944,21033.018947,3915.138242
,,,,,,,1757,5219.11695,3457.929801,16934.934652,4759.623454,15648.379975,4513.080761,3188.469181,16644.64132,4944.749482,2792.391081,84841.027667,21798.654762,4298.345846
,,,,,,,1758,5301.915757,3731.817897,18329.692921,5246.64798,17071.591367,4793.9238,3366.256839,16737.98688,5549.884636,2988.202316,85917.758131,24325.038891,4779.556366
,,,,,,,1759,5349.895527,3864.134775,19149.509457,5554.130352,18375.813936,5059.573316,3502.49082,16541.009577,5698.786086,3404.913296,88468.196524,26764.056914,5187.020909
,,,,,,,1760,5352.364579,3876.646652,19106.580147,5599.160952,18666.824152,5118.717483,3512.969075,16293.934759,5646.673061,3785.244124,96012.55995,28012.417442,5389.115323
